2002-05,153258,0,80394,24894,55499,51473,0,51473,3959,4756,0,12674,0,45,15243,491,-3600,165437,118286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24753,256,19801,758,165437
2002-06,157645,0,81711,25552,56159,53510,0,53510,4260,4798,0,13364,0,44,15097,454,-4116,169124,121137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25349,256,20030,769,169124
2002-07,158780,0,82527,25858,56669,53481,0,53481,4505,4777,0,13487,0,45,15357,470,-4197,170456,121754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25618,256,20461,784,170456
2002-08,161671,0,83275,26248,57027,54800,0,54800,4605,5198,0,13790,0,45,15712,460,-5102,172787,123483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25822,256,20856,787,172787
2002-09,165674,0,84139,26771,57367,56898,0,56898,4794,5458,0,14384,0,45,16233,441,-5789,176605,126366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26156,256,21457,786,176605
2002-10,166454,0,84725,26866,57858,56693,0,56693,4856,5664,0,14514,0,90,16014,443,-4969,178033,127089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26265,256,22053,787,178033
2002-11,168595,0,85693,27349,58344,57608,0,57608,4930,5526,0,14836,0,90,16346,443,-5317,180157,128627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26318,256,22584,788,180157
2002-12,170917,0,86910,28121,58788,60028,0,60028,5184,3481,0,15311,0,90,17278,423,-4684,184024,131293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26789,337,23223,798,184024
2003-01,173409,0,90677,29790,60886,58629,0,58629,4852,4158,0,15090,0,1322,21244,433,-8316,188094,134615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26387,337,24358,813,188094
2003-02,176585,0,92824,30146,62677,58962,0,58962,4935,4489,0,15374,0,1497,17937,451,-6721,189750,135714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26656,337,24636,824,189750
2003-03,182295,0,94567,30676,63891,61657,0,61657,5107,4867,0,16095,0,1472,17106,433,-7576,193730,139436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26439,337,25112,822,193730
2003-04,184627,0,95194,30848,64346,61866,0,61866,5228,5888,0,16450,0,1639,17441,436,-7261,196884,141377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27077,337,25691,818,196884
2003-05,188954,0,96351,31286,65065,63603,0,63603,5374,6529,0,17095,0,1892,17115,443,-7946,200458,143908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27406,337,26388,836,200458
2003-06,194306,0,97674,31995,65679,66657,0,66657,5719,6128,0,18125,0,2023,16956,440,-7148,206577,149156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27756,337,26914,830,206577
2003-07,195520,0,98590,32416,66174,66354,0,66354,5977,6189,0,18408,0,2222,17362,440,-7007,208537,150216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27731,337,27842,827,208537
2003-08,197725,0,99255,32758,66497,67214,0,67214,6041,6401,0,18812,0,2431,17606,451,-5493,212721,153025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27963,337,28977,836,212721
2003-09,202869,0,100888,33584,67303,70086,0,70086,6117,6290,0,19485,0,2626,18306,450,-7068,217182,156059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28070,337,30281,851,217182
2003-10,204076,0,101381,33599,67782,70176,0,70176,6165,6669,0,19683,0,2276,18250,442,-5850,219195,156676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28107,337,31648,843,219195
2003-11,206119,0,102235,34166,68068,70509,0,70509,6412,6937,0,20024,0,2186,18439,457,-5692,221510,157701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28204,337,32825,860,221510
2003-12,208055,0,103617,35118,68498,72487,0,72487,6727,5126,0,20096,0,2226,19745,482,-5197,225313,158996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30259,337,34846,873,225313
2004-01,210248,0,109232,37586,71645,70153,0,70153,6497,5988,0,18376,0,2024,22287,482,-6505,228537,161730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29804,337,35791,874,228537
2004-02,214628,0,110646,37557,73088,71876,0,71876,6712,6370,0,19023,0,2250,19893,493,-5596,231669,163810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29876,337,36759,885,231669
2004-03,220563,0,111872,38301,73570,75025,0,75025,6858,6844,0,19962,0,2239,19297,517,-6034,236583,167442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30191,337,37726,885,236583
2004-04,222360,0,112175,38681,73493,75873,0,75873,6830,7223,0,20257,0,2361,19878,518,-5628,239490,169434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30197,337,38640,879,239490
2004-05,225048,0,112610,38817,73793,77118,0,77118,6978,7808,0,20533,0,2586,19048,518,-6387,240814,170566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29897,337,39135,878,240814
2004-06,229670,0,113792,39617,74174,79357,0,79357,7204,8192,0,21123,0,2604,19017,524,-10022,241795,169905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30389,337,40280,883,241795
2004-07,230192,0,114253,39890,74362,78202,0,78202,7255,9453,0,21028,0,2711,19409,525,-10091,242746,169884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30576,337,41068,880,242746
2004-08,232473,0,114489,40001,74488,78973,0,78973,7510,10132,0,21365,0,2864,19517,520,-10364,245012,171040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30722,337,42032,879,245012
2004-09,235029,0,115458,40680,74778,80546,0,80546,7687,9551,0,21786,0,3081,20524,525,-9906,249255,173473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31314,337,43251,878,249255
2004-10,236483,0,116000,40774,75226,80239,0,80239,7829,10506,0,21906,0,3175,20078,525,-9330,250931,173728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31089,337,44884,891,250931
2004-11,239788,0,117617,40471,77146,81449,0,81449,7982,10452,0,22285,0,3426,20209,546,-5701,258268,175224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31412,337,50381,913,258268
2004-12,240525,0,119555,41416,78138,84670,0,84670,8152,6236,0,21910,0,3954,21468,562,-4599,261910,177363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30934,337,52592,682,261910
2006-01,291436,0,147994,51557,96436,93266,0,93266,11092,9027,0,30056,0,5534,29310,683,-17107,309858,199492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35151,337,74007,870,309858
2006-02,297671,0,151179,51616,99562,94734,0,94734,11366,9532,0,30859,0,7410,24482,699,-15688,314574,201020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37000,337,75338,877,314574
2006-03,305532,0,152819,52122,100696,98485,0,98485,11732,10159,0,32335,0,6579,23472,692,-15849,320426,206394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36329,337,76492,872,320426
2006-04,310105,0,153401,52379,101022,99007,0,99007,11968,12300,0,33427,0,6589,24155,705,-16476,325079,209555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36705,337,77604,876,325079
2006-05,314347,0,153523,52477,101045,101252,0,101252,12176,13574,0,33820,0,6873,23465,720,-15915,329492,211649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37793,337,78816,895,329492
2006-06,318455,0,154996,53765,101231,103832,0,103832,12634,12382,0,34609,0,5942,23469,717,-12172,336412,215302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37006,337,82874,892,336412
2006-07,319860,0,155131,53938,101193,103122,0,103122,12847,14571,0,34187,0,6036,23752,715,-9850,340515,216935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37422,337,84928,890,340515
2006-08,323903,0,156282,54414,101867,105333,0,105333,13157,14963,0,34165,0,6313,24185,715,-11483,343633,218836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37389,337,86178,892,343633
2006-09,327775,0,158108,55188,102920,107196,0,107196,13738,14808,0,33923,0,6703,25687,715,-10889,349992,221035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38062,337,89667,889,349992
2006-10,329298,0,158033,55039,102993,106997,0,106997,13994,16923,0,33349,0,6792,24964,899,-9416,352537,221205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38779,337,91154,1061,352537
2006-11,334361,0,159716,56684,103031,109581,0,109581,14222,16396,0,34443,0,6629,25527,914,-8998,358434,223141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39348,337,94547,1059,358434
2006-12,335434,0,161587,58575,103011,113215,0,113215,15045,10926,0,34658,0,6483,27072,926,-4748,365168,225285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39490,337,98980,1074,365168
2007-01,340137,0,164669,59177,105492,140319,75311,52064,15552,13498,0,6097,0,6841,27949,926,-1799,374054,231031,0,40229,13350,2060,11289,26879,22661,4217,190801,87675,82029,21097,0,0,0,39504,337,102112,1069,374054
2007-02,345444,0,173782,63742,110039,137410,71752,52816,14812,13341,0,6096,0,7893,30627,938,-2776,382128,235168,0,41097,13738,2118,11620,27359,23034,4325,194070,89349,83415,21305,0,0,0,40321,337,105231,1070,382128
2007-03,354248,0,175452,63797,111655,143037,75617,54484,15396,14004,0,6356,0,8794,27387,924,-1421,389933,239585,0,42176,14252,2214,12038,27923,23458,4465,197409,90801,85439,21168,0,0,0,41207,337,107747,1055,389933
2007-04,358746,0,173778,63166,110612,145682,74847,57682,15448,16951,0,6885,0,7993,27813,925,691,396171,243805,0,43412,14901,2330,12571,28511,23930,4580,200392,91796,86769,21826,0,0,0,40922,337,110049,1056,396171
2007-05,360327,0,170994,62076,108918,147484,77707,56435,15966,19050,0,6832,0,9027,26727,938,5245,402267,246277,0,44307,15292,2490,12801,29014,24367,4647,201970,92375,87967,21627,0,0,0,42189,337,112397,1064,402267
2007-06,369368,0,172672,63740,108932,154080,81961,57991,16581,19166,0,6867,0,9095,26881,925,3196,409466,250792,0,45596,15653,2669,12983,29943,25172,4770,205196,94184,90386,20625,0,0,0,42836,337,114449,1050,409466
2007-07,370953,0,172581,64077,108504,153837,81794,57805,16731,21385,0,6417,0,9301,27326,925,7093,415600,253106,0,46698,15877,2727,13149,30821,25967,4853,206407,94585,91376,20445,0,0,0,42891,337,118212,1052,415600
2007-08,377415,0,172163,64819,107343,160052,85143,60327,17218,21218,0,6763,0,10104,27822,927,11704,427974,256135,0,47981,16157,2833,13323,31824,26877,4946,208153,95178,92529,20445,0,0,0,50100,337,120348,1053,427974
2007-09,382981,0,172022,64315,107706,165214,84662,65285,17686,21327,0,6730,0,10208,29030,931,14108,437259,258970,0,49423,16408,2953,13454,33014,27962,5052,209546,96386,94130,19029,0,0,0,51159,337,125736,1057,437259
2007-10,378483,0,166960,62316,104643,162939,87123,60676,18015,23419,0,7148,0,10105,28317,931,23529,441368,260331,0,50105,16435,3038,13397,33670,28586,5083,210225,97251,95254,17719,0,0,0,52471,337,127168,1059,441368
2007-11,385507,0,169588,64482,105106,166211,89493,61410,18140,23923,0,7643,0,10572,28987,933,20735,446736,261205,0,50636,16261,3062,13198,34375,29271,5104,210568,97910,95817,16840,0,0,0,53457,337,130680,1055,446736
2007-12,389371,0,175749,67461,108287,169471,91718,62685,19032,17632,0,7485,0,11505,30334,947,22110,454267,261690,0,50652,15896,3104,12791,34756,29624,5131,211038,98444,96736,15858,0,0,0,62789,337,128377,1072,454267
2008-01,391551,0,177412,67770,109641,167611,88497,64020,18421,20656,0,7450,0,11228,36673,946,28720,469120,269695,0,51948,16299,3199,13100,35649,30391,5257,217746,101286,100302,16158,0,0,0,63098,337,134917,1071,469120
2008-02,404927,0,187141,70302,116839,168901,88815,65538,18385,22286,0,8212,0,12245,32454,946,25176,475751,272165,0,52057,16313,3117,13195,35744,30470,5274,220108,102496,102137,15474,0,0,0,63690,337,138485,1071,475751
2008-03,415693,0,190723,70253,120470,175271,90549,70175,18801,22779,0,8116,0,15693,30433,948,19559,482327,275000,0,52990,16880,3192,13687,36109,30769,5340,222010,103045,103949,15015,0,0,0,63426,337,142490,1073,482327
2008-04,422275,0,191756,69588,122167,177974,90943,72113,18755,25468,0,8320,0,15716,30789,925,23587,493294,279690,0,53718,17325,3255,14070,36392,31012,5379,225971,103966,106082,15922,0,0,0,64476,337,147742,1047,493294
2008-05,431273,0,194125,70314,123811,181417,92571,73871,19210,28165,0,8354,0,16495,30169,904,21749,500592,282875,0,54411,17596,3326,14269,36815,31396,5418,228463,104570,107635,16257,0,0,0,64939,337,151402,1037,500592
2008-06,438989,0,197814,71306,126507,184948,93271,76362,19645,28005,0,8574,0,16379,30181,904,19513,505968,286199,0,55198,17867,3465,14402,37331,31843,5487,231000,105823,109238,15939,0,0,0,64827,337,153568,1034,505968
2008-07,443671,0,200279,71839,128440,184800,92760,76285,19738,29853,0,8998,0,16815,30687,892,20601,512668,290016,0,55688,17982,3522,14460,37705,32148,5557,234328,106680,110897,16751,0,0,0,64385,337,156908,1020,512668
2008-08,450172,0,203684,72634,131049,187494,93336,78135,20645,29457,0,8889,0,18322,30851,892,17746,517093,292732,0,56192,18213,3612,14601,37978,32384,5594,236539,107073,112128,17338,0,0,0,64272,337,158734,1016,517093
2008-09,454941,0,208245,73338,134906,189011,90606,82006,21148,27781,0,8754,0,20320,31724,892,16656,524535,296477,0,56806,18526,3771,14755,38279,32638,5640,239670,108276,113640,17752,0,0,0,64189,337,162515,1016,524535
2008-10,458331,0,211400,73605,137795,186865,92061,78117,21353,29846,0,8865,0,20751,31317,894,17425,528720,298295,0,56846,18545,3864,14681,38300,32671,5629,241449,108453,114470,18525,0,0,0,64905,337,164172,1008,528720
2008-11,462369,0,215227,74352,140875,188851,93038,79042,20983,28443,0,8863,0,21209,31607,733,12300,528220,295749,0,56492,18547,3964,14582,37944,32716,5228,239257,104220,114192,20843,0,0,0,65906,337,165296,929,528220
2008-12,466203,0,222005,78336,143668,195099,97499,80702,21962,18040,0,9095,0,20852,34218,732,16398,538405,303394,0,57057,18691,4136,14554,38366,33073,5293,246336,106307,116584,23444,0,0,0,65301,337,168431,940,538405
2009-01,481592,0,237230,85238,151992,195143,91208,87572,20786,18531,0,9899,0,18904,41082,771,14980,557331,319921,0,58415,18978,3996,14982,39436,33938,5497,261506,109959,121770,29776,0,0,0,66264,337,169845,962,557331
2009-02,498100,0,241792,84592,157200,205107,97252,91123,21376,18900,0,10922,0,17243,35141,771,18401,569657,330637,0,58855,19282,3945,15337,39573,34056,5517,271782,111541,125448,34792,0,0,0,66304,337,171419,959,569657
2009-03,522618,0,247492,86700,160791,223778,106990,98994,22392,17162,0,11792,0,16054,33746,750,17523,590692,349554,0,61423,20707,4366,16340,40716,35026,5690,288131,116269,133290,38571,0,0,0,67230,337,172630,939,590692
2009-04,532941,0,248608,86653,161955,230607,107430,104859,22938,18687,0,12099,0,14561,34257,756,18783,601298,355472,0,62895,21195,4337,16858,41699,35903,5795,292577,115483,137034,40059,0,0,0,70048,669,174161,945,601298
2009-05,546300,0,250511,87198,163313,236905,111206,106807,23354,23161,0,12367,0,13301,33559,724,19302,613188,362141,0,64776,22064,4736,17327,42711,36896,5814,297365,115704,140528,41132,0,0,0,72842,669,176587,947,613188
2009-06,566288,0,253603,89347,164255,251070,120099,110813,24458,24924,0,12230,0,12852,33640,723,18958,632463,377446,0,67806,23014,5092,17921,44792,38775,6017,309639,119775,148284,41579,0,0,0,75482,669,177914,950,632463
2009-07,570390,0,253536,90647,162888,250539,121386,109079,25217,28660,0,12436,0,12259,34239,746,23356,640992,381137,0,70255,23547,5213,18334,46707,40579,6127,310882,119236,151800,39845,0,0,0,78091,669,180119,974,640992
2009-08,573939,0,252736,90761,161975,252691,124416,107391,25961,30244,0,12305,0,12234,34406,746,26709,648036,385241,0,72768,24254,5472,18782,48513,42267,6246,312472,119744,155475,37252,0,0,0,79842,669,181306,976,648036
2009-09,583987,0,259919,94787,165131,256313,121862,112166,26867,28374,0,12512,0,13204,36787,746,24737,659463,390407,0,75561,25029,5761,19268,50531,44092,6439,314846,120985,159513,34346,0,0,0,81268,669,185374,1743,659463
2009-10,586884,0,257411,94010,163401,257835,127706,107021,27451,31542,0,12642,0,14308,35730,746,28181,665851,392937,0,77136,25219,5859,19360,51916,45354,6562,315800,120874,162241,32684,0,0,0,82824,669,187660,1758,665851
2009-11,592719,0,257944,94775,163169,262001,130857,107030,28053,32274,0,12446,0,14813,36343,758,29536,674171,395885,0,79514,25584,6096,19488,53929,47183,6745,316371,120670,163867,31833,0,0,0,85632,669,190202,1781,674171
2009-12,597741,0,264652,99924,164728,268077,134747,108837,29559,22411,0,13040,0,16203,38245,761,28922,681874,399684,0,81786,25927,6377,19549,55859,48955,6903,317897,120372,166500,31024,0,0,0,86643,669,193112,1764,681874
2010-01,612877,0,267079,100502,166577,259215,160263,98951,51286,26376,0,8919,0,13917,40758,746,28896,697196,413679,413413,88231,26521,6797,19723,61710,52307,9402,325181,118978,176949,29252,0,266,0,85013,669,196094,1740,697196
2010-02,622436,0,282726,107018,175707,255098,153543,101555,50551,25257,0,8803,0,13353,42865,746,26113,705516,420678,420478,90226,26987,6718,20269,63238,53586,9652,330252,120946,182029,27275,0,199,0,84545,669,197889,1733,705516
2010-03,638090,0,284878,108284,176594,264972,160534,104438,53367,24933,0,9937,0,13158,39080,746,23944,715020,425785,425561,93048,28039,6943,21095,65009,54974,10035,332512,121307,186506,24699,0,223,0,86250,669,200590,1724,715020
2010-04,649915,0,284460,107297,177162,273207,164752,108454,54040,28374,0,9833,0,12881,39657,741,24080,727276,433525,433417,96291,28978,7193,21784,67312,56935,10377,337126,121895,189775,25454,0,107,0,87908,669,203453,1719,727276
2010-05,660756,0,285160,107540,177619,278099,167766,110333,55178,32227,0,10090,0,13330,38652,719,23464,736923,440018,439915,98923,29692,7371,22321,69230,58566,10664,340991,122229,192862,25899,0,102,0,89792,669,204769,1673,736923
2010-06,674098,0,292206,112035,180171,280978,169874,111103,57373,32116,0,11422,0,12929,38904,719,19110,745762,446045,445949,101266,30608,7764,22844,70658,59625,11032,344682,123653,196193,24834,0,96,0,91435,669,205940,1670,745762
2010-07,675706,0,291781,111099,180681,279164,168218,110945,58198,35398,0,11164,0,14261,39543,701,23593,753807,451372,451264,102986,31069,7896,23172,71917,60590,11326,348277,124184,199463,24629,0,107,0,92153,669,207938,1673,753807
2010-08,686463,0,293668,112685,180982,284099,169785,114313,60461,36399,0,11834,0,14049,39922,716,23355,764507,456818,456705,104997,31966,8251,23714,73031,61409,11622,351707,125142,201994,24570,0,113,0,94960,669,210368,1690,764507
2010-09,701024,0,304168,118611,185556,287569,166521,121048,62384,33942,0,12958,0,13770,41854,715,17207,774572,462822,462610,107481,32958,8664,24294,74522,62532,11990,355129,126454,204958,23715,0,212,0,96112,669,213263,1704,774572
2010-10,702793,0,297165,114601,182563,291737,175329,116408,63541,36935,0,13414,0,13295,41646,701,28061,786498,468699,468488,109137,33425,8841,24583,75712,63463,12248,359350,127922,207369,24059,0,211,0,96855,669,218565,1708,786498
2010-11,708784,0,298534,116420,182113,297502,179483,118019,65213,34815,0,12718,0,13661,42252,718,31172,796588,474389,474175,111038,33953,9172,24780,77085,64603,12482,363137,129609,209309,24218,0,213,0,98078,669,221761,1689,796588
2010-12,718237,0,308379,124344,184035,304658,183593,121065,66174,25454,0,13569,0,13526,44628,720,28766,805879,479195,478976,112542,34347,9566,24780,78194,65496,12697,366434,131886,210735,23812,0,219,0,98526,669,225795,1692,805879
2011-01,712828,0,315178,128972,186205,263540,119812,143727,88434,29019,0,16655,0,6409,58063,668,31333,809303,483493,482071,115316,35577,9916,25661,79739,65935,13803,366754,134191,0,232563,0,1422,84257,8385,669,230811,1684,809303
