2011-01,20296,135162,129437,5725,43459,43459,36111,129776,20179,415468,114810,48396,963661,689272,665175,203701,143049,318424,20122,6839,13282,80311,10578,52360,37680,10645,6696,60197,26564,80311,963661
2011-02,20460,142791,137568,5223,43305,43305,32974,137360,22057,420303,115873,48677,983805,698192,673863,211930,140988,320944,20540,7265,13274,83126,5824,57360,43985,14997,7009,61716,26589,83126,983805
2011-03,20801,146871,142444,4427,43783,43783,35632,154449,25564,423349,118899,47948,1017299,726488,701500,221410,148781,331308,21189,7542,13647,84148,4915,62803,40556,11785,7238,64385,26763,84148,1017299
2011-04,20651,146964,143002,3961,44199,44199,32611,152970,21136,429028,121371,49813,1018746,726616,701263,221277,153312,326673,21280,7240,14040,86262,4923,59593,40367,10632,7578,66526,26878,86262,1018746
2011-05,20642,150663,146620,4043,44912,44912,30577,151518,21933,433131,123528,50426,1027332,734184,708530,224686,156370,327473,21486,7174,14311,87972,5041,57351,40629,10275,7715,67412,27024,87972,1027332
2011-06,21977,158159,153821,4337,45770,45770,26612,166119,29788,436947,125849,50642,1061867,753967,727055,230184,159299,337570,22774,8005,14769,88020,5262,68211,41217,9287,8286,69587,27313,88020,1061867
2011-07,21390,156336,152184,4151,46336,46336,27145,158763,23129,440895,127577,51096,1052673,743054,716756,225362,160322,331071,22254,7388,14865,89994,5595,63482,43599,10984,8034,71408,27503,89994,1052673
2011-08,21019,158250,154066,4184,47365,47365,25794,159776,26409,445021,129447,53086,1066171,749989,722883,227618,163846,331418,22652,7362,15290,91825,5772,65133,45793,12193,7963,72027,27665,91825,1066171
2011-09,20353,164084,159026,5057,48174,48174,23719,161523,29079,448124,131215,51949,1078225,760469,732945,220047,171105,341792,22757,7020,15736,92986,6081,69259,40497,7315,8178,72964,27788,92986,1078225
2011-10,22162,165082,160603,4479,48550,48550,22655,156985,27234,454425,132484,53755,1083338,747321,726837,229973,162366,334498,16021,6707,9313,98349,8650,65577,53540,43412,8226,73779,27895,98349,1083338
2011-11,22298,168189,163783,4406,48972,48972,20617,161660,29104,459637,133866,56679,1101025,754276,733366,234099,162640,336627,16405,6860,9544,102242,6660,71479,55846,44810,8191,74245,28084,102242,1101025
2011-12,24211,173004,167902,5101,49697,49697,22323,179466,34329,465395,135214,54224,1137867,780043,758512,239099,166616,352797,16809,7118,9690,101948,6763,85081,52210,42329,7765,75409,28642,101948,1137867
2010-01,17287,101002,97411,3590,37313,37313,53961,104336,15995,360176,88004,49384,827462,582501,567966,188830,116340,262795,12081,5355,6725,68068,5431,46011,44019,16884,5901,52343,23185,68068,827462
2010-02,16942,108684,103362,5322,36460,36460,48515,105864,15141,366521,89990,49674,837795,593448,578989,181421,119190,278378,12220,5303,6916,70284,5467,45262,41560,14216,5730,52834,23206,70284,837795
2010-03,16957,109344,105589,3755,36943,36943,52990,119775,16809,370545,92785,51415,867569,608534,593611,190317,122943,280350,12389,5371,7017,73437,5569,52269,44984,17255,6050,53417,23305,73437,867569
2010-04,15793,106106,102690,3416,37226,37226,56334,120385,16147,377003,96013,53483,878494,616751,601906,194252,127802,279852,12191,5204,6986,76033,5688,51882,44100,14996,6884,53635,23518,76033,878494
2010-05,15916,107131,103674,3456,37971,37971,54009,119164,15429,381558,98634,56444,886259,623287,608685,197844,130292,280547,12082,5227,6854,78402,5717,50123,43813,16013,6659,54674,23581,78402,886259
2010-06,16310,114018,110356,3662,39151,39151,47761,122929,19613,384817,100960,50855,896418,636131,620823,201675,131673,287474,12721,5509,7212,74023,5215,51927,43373,14193,6674,55230,23841,74023,896418
2010-07,17239,113144,109733,3410,39828,39828,46488,122819,17971,388170,102660,52421,900743,634592,619210,201120,131100,286989,12755,5192,7563,76846,5258,51464,44774,15297,6429,56900,24477,76846,900743
2010-08,17419,112622,109003,3618,41482,41482,47544,130462,19758,392459,104646,54719,921114,643991,628166,204417,134975,288773,13113,5275,7838,79603,5282,54863,48945,19417,6345,57407,24676,79603,921114
2010-09,18575,117271,112906,4365,41798,41798,45570,132375,19057,397254,107112,53942,932958,660345,643969,201967,142865,299136,13641,5493,8147,81748,5328,55221,40139,10647,6696,58304,25173,81748,932958
2010-10,17310,121393,117590,3803,41906,41906,43360,131643,19212,401994,108762,56832,942417,658614,642062,211666,138357,292037,13739,5625,8114,85055,5270,54985,47778,16068,6885,58447,25381,85055,942417
2010-11,18046,125670,121796,3873,42671,42671,42264,131026,18039,406181,110640,57721,952262,667380,650797,217168,140202,293426,13718,5984,7734,86846,5223,52721,47593,17289,7351,59296,25848,86846,952262
2010-12,18524,136834,132817,4017,43460,43460,40274,134452,19735,409539,112094,46692,961608,684857,668318,221993,143232,303093,13566,6081,7484,78326,5629,55748,44255,12905,7179,59105,26506,78326,961608
2016-01,42714,220080,213211,6868,110559,110559,6190,301050,208911,790488,273336,77819,2031152,1271092,1195415,340159,294289,560967,37966,10520,27446,209333,54883,125949,152084,148377,11311,163416,43080,209333,2031152
2016-02,41491,224077,215105,8972,110712,110712,6199,296775,214633,800497,273301,80198,2047887,1275365,1198137,323083,294042,581012,38392,11070,27321,210133,55368,124447,160888,157059,11321,167168,43193,210133,2047887
2016-03,41063,221686,214985,6701,117323,117323,6160,300636,224021,809470,279690,75906,2075959,1314172,1234409,346930,300623,586855,38640,11354,27285,211857,46855,123721,150575,147137,11878,172910,43988,211857,2075959
2016-04,41023,218508,212455,6052,129271,129271,5959,293033,224869,809145,283866,80811,2086489,1310807,1230015,349101,303423,577489,38742,11038,27703,217850,50038,122419,154827,150791,12209,174302,44032,217850,2086489
2016-05,41562,220246,213988,6257,134890,134890,5805,293461,232206,815875,289548,83848,2117444,1325669,1241940,361469,302474,577996,38950,11000,27950,221025,51448,124697,161106,156974,12613,176772,44110,221025,2117444
2016-06,42585,230116,223904,6211,145390,145390,5695,304319,242536,821461,296514,81626,2170246,1356212,1270047,380824,301673,587548,39130,11064,28065,222383,60246,131786,160883,157625,13119,181274,44340,222383,2170246
2016-07,42508,225121,219149,5971,149067,149067,2799,302995,244791,823052,301046,84139,2175523,1352713,1266564,379658,301688,585217,38726,11620,27105,223345,59052,132335,165706,161718,12507,185295,44566,223345,2175523
2016-08,45159,226398,220138,6259,156777,156777,1284,303349,251616,821746,307702,87946,2201982,1372172,1288267,391088,307806,589372,39066,11989,27077,227170,59245,133578,163016,159260,12908,188872,45017,227170,2201982
